,id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
436,CN102078510A,Chinese medicinal composition for treating coronary heart disease ,???,"???, ??, ???, ???",2011-01-24,2011-01-24,2011-06-01,,https://patents.google.com/patent/CN102078510A/en
437,US8936027B2,Prevention of myocardial infraction induced ventricular expansion and remodeling ,"Cormend Technologies, Llc","William P. Santamore, Jeanne M. Lesniak",2001-04-27,2011-05-26,2015-01-20,2015-01-20,https://patents.google.com/patent/US8936027B2/en
438,CN102078520A,Chinese medicinal preparation for treating nervous headache and preparation method thereof ,???,???,2011-01-10,2011-01-10,2011-06-01,,https://patents.google.com/patent/CN102078520A/en
439,CN202669497U,Vehicle-mounted heart monitoring safety driving device ,"??????????????????, ?????????????, ????????????","???, ???, ???, ???, ???, ???, ???, ???, ???",2012-05-29,2012-05-29,2013-01-16,2013-01-16,https://patents.google.com/patent/CN202669497U/en
440,US20130172372A1,Ring-fused 4-aminopyrimidines and use thereof as stimulators of soluable guanylate cyclases ,Bayer Intellectual Property Gmbh,"Markus Follmann, Johannes-Peter Stasch, Gorden Redlich, Jens Ackerstaff, Nils Griebenow, Andreas Knorr, Frank Wunder, Volkhart Min-Jian Li",2010-07-09,2011-07-05,2013-07-04,,https://patents.google.com/patent/US20130172372A1/en
441,US20110245800A1,"Devices, systems, and methods for transeptal atrial puncture using an engagement catheter platform ","Cvdevices, Llc","Ghassan S. Kassab, Jose A. Navia, SR.",2007-04-27,2011-04-11,2011-10-06,,https://patents.google.com/patent/US20110245800A1/en
442,US20140051965A1,Implantable Zero-Wire Communications System ,"Proteus Digital Health, Inc.","Mark Zdeblick, Timothy Robertson",2005-09-01,2013-04-30,2014-02-20,,https://patents.google.com/patent/US20140051965A1/en
443,US20120329758A1,Combined Treatment Utilizing VB-201 ,"Yael Cohen, Niva Yacov, Eyal Breitbart","Yael Cohen, Niva Yacov, Eyal Breitbart",2010-01-05,2011-01-05,2012-12-27,,https://patents.google.com/patent/US20120329758A1/en
444,WO2013165816A2,SHORT INTERFERING NUCLEIC ACID (siNA) COMPOSITIONS ,Merck Sharp & Dohme Corp.,"Brian Allen CARR, Vasant R. Jadhav, Denise M. Kenski, David M. Tellers, Aarron T. WILLINGHAM",2012-05-02,2013-04-26,2013-11-07,,https://patents.google.com/patent/WO2013165816A2/en
445,WO2012112531A1,"Statin and omega 3 fatty acids (epa, dha and dpa) for use in cardiovascular diseases ","Pivotal Therapeutics, Inc.","George Jackowski, Rachelle MACSWEENY, Nisar Shaikh, Jason Yantha, Valerie SCHINI-KERTH",2011-02-16,2012-02-14,2012-08-23,,https://patents.google.com/patent/WO2012112531A1/en
446,US8942779B2,Monitoring a condition of a subject ,Early Sense Ltd.,"Avner Halperin, Arkadi AVERBOUKH, Roman Karasik, Guy Meger",2004-02-05,2014-08-07,2015-01-27,2015-01-27,https://patents.google.com/patent/US8942779B2/en
447,US20120263680A1,"Compositions And Methods For Preventing Or Treating Diseases, Conditions, Or Processes Characterized By Aberrant Fibroblast Proliferation And Extracellular Matrix Deposition ","Moerae Matrix, Inc.","Cynthia Lander, Colleen Brophy",2011-04-12,2012-04-12,2012-10-18,,https://patents.google.com/patent/US20120263680A1/en
448,US8548778B1,Method and system for providing information from a patient-specific model of blood flow ,"Heartflow, Inc.","Gregory Richard Hart, John Henry Stevens",2012-05-14,2012-05-14,2013-10-01,2013-10-01,https://patents.google.com/patent/US8548778B1/en
449,US8633232B2,"Compounds, compositions and methods of using same for modulating uric acid levels ","Ardea Biosciences, Inc.","Esmir Gunic, Jean-Luc Girardet, Jean-Michel Vernier, Martina E. Tedder, David A. Paisner",2008-09-04,2012-05-04,2014-01-21,2014-01-21,https://patents.google.com/patent/US8633232B2/en
450,CN102488792A,Traditional Chinese medicinal composition for treating rhinitis and paranasal sinusitis and preparation method thereof ,???,???,2011-12-31,2011-12-31,2012-06-13,,https://patents.google.com/patent/CN102488792A/en
451,US20120177275A1,Coronary Artery Disease Prediction using Automated IMT ,Suri Jasjit S,Jasjit S. Suri,2010-04-20,2012-02-28,2012-07-12,,https://patents.google.com/patent/US20120177275A1/en
452,US8330284B2,Wireless charging of electronic gaming input devices ,"Creative Kingdoms, Llc","Denise Chapman Weston, Jonathan A. Barney",2000-02-22,2011-01-28,2012-12-11,2012-12-11,https://patents.google.com/patent/US8330284B2/en
453,US20130023488A1,Methods and compounds for reducing intracellular lipid storage ,The General Hospital Corporation,Sean Wu,2011-07-20,2012-07-19,2013-01-24,,https://patents.google.com/patent/US20130023488A1/en
454,US20120282262A1,Uses and compositions for treatment of psoriasis and crohn's disease ,"Okun Martin M, Hoffman Rebecca S, Harris Thomas C, Mulani Parvez M, Jingdong Chao, Talat Ashraf","Martin M. Okun, Rebecca S. Hoffman, Thomas C. Harris, Parvez M. Mulani, Jingdong Chao, Talat Ashraf",2007-06-01,2012-01-09,2012-11-08,,https://patents.google.com/patent/US20120282262A1/en
455,KR101090284B1,Tonic comprising red ginseng and deer antlers extracts and manufacturing method thereof ,"??, ??","??, ??",2011-07-21,2011-07-21,2011-12-07,2011-12-07,https://patents.google.com/patent/KR101090284B1/en
456,US20120073577A1,"Combination pressure therapy for treatment of ischemia and heart conditions, diabetes, alzheimer's disease and cancer ","Cvac Systems, Inc.","Carl Linton, Allen Ruszkowski, Thomas Jackson Tidwell",2006-02-08,2011-01-21,2012-03-29,,https://patents.google.com/patent/US20120073577A1/en
457,US20120130198A1,Systems and method for determining and managing an individual and portable health score ,Beaule Jean-Francois,Jean-Francois BEAULÉ,2010-11-23,2011-10-11,2012-05-24,,https://patents.google.com/patent/US20120130198A1/en
458,EP2554679A1,Genetic markers for cardiovascular disease risk assessment ,"Gendiag.exe, S.L.","Eduardo Salas, Jaume Marrugar, Roberto Elosua, Sergio Castillo, Joan Salgado, José Maria Ordovás",2011-08-05,2011-08-05,2013-02-06,,https://patents.google.com/patent/EP2554679A1/en
459,US20130041447A1,Durable fine wire lead for therapeutic electrostimulation and sensing ,"Cardia Access, Inc.","John L. Erb, Kimberly Anderson, Paul A. Lovoi",2008-05-28,2012-10-10,2013-02-14,,https://patents.google.com/patent/US20130041447A1/en
460,US20130345530A1,End-to-End Trusted Communications Infrastructure ,Sprint Communications Company L.P.,"Leo Michael McRoberts, Lyle W. Paczkowski, David E. Rondeau",2012-06-25,2012-06-25,2013-12-26,,https://patents.google.com/patent/US20130345530A1/en
461,US20120029003A1,Galectin-3 and statin therapy ,"Bg Medicine, Inc.",Pieter Muntendam,2010-07-02,2011-07-01,2012-02-02,,https://patents.google.com/patent/US20120029003A1/en
462,WO2011104337A1,Heterocycloalkyl-containing thienopyrimidines for pharmaceutical compositions ,Boehringer Ingelheim International Gmbh,"Thorsten Lehmann-Lintz, Joerg Kley, Norbert Redemann, Achim Sauer, Leo Thomas, Dieter Wiedenmayer, Matthias Austen, John Danilewicz, Martin Schneider, Kay Schreiter, Phillip Black, Wesley Blackaby, Ian Linney",2010-02-26,2011-02-25,2011-09-01,,https://patents.google.com/patent/WO2011104337A1/en
463,US20140005502A1,"Monitoring, predicting and treating clinical episodes ",Earlysense Ltd.,"Tal KLAP, Zvi Shinar, Guy Meger, Avner Halperin",2008-05-01,2013-09-05,2014-01-02,,https://patents.google.com/patent/US20140005502A1/en
464,US8920725B2,Portable apparatus for improved sample analysis ,"Montecito Bio-Sciences, Ltd.","Edward W. Withrow, III, Jorn Gorlach",2006-10-27,2011-09-29,2014-12-30,2014-12-30,https://patents.google.com/patent/US8920725B2/en
465,US20130251830A1,Therapeutic treatments using botulinum neurotoxin ,"Allergan, Inc.","Aubrey N. Manack, Mitchell F. Brin",2008-03-13,2013-05-22,2013-09-26,,https://patents.google.com/patent/US20130251830A1/en
466,US20120231082A1,"Novel formulations of pharmacological agents, methods for the preparation thereof and methods for the use thereof ","Desai Neil P, Chunlin Tao, Andrew Yang, Leslie Louie, Patrick Soon-Shiong","Neil P. Desai, Chunlin Tao, Andrew Yang, Leslie Louie, Patrick Soon-Shiong",1996-10-01,2012-02-07,2012-09-13,,https://patents.google.com/patent/US20120231082A1/en
467,US20130016449A1,Self-defense system ,Jerry Alan Crandall,Jerry Alan Crandall,2011-07-12,2011-07-12,2013-01-17,,https://patents.google.com/patent/US20130016449A1/en
468,US20140275726A1,Catheter pump assembly including a stator ,Thoratec Corporation,Zijing Zeng,2013-03-15,2014-03-13,2014-09-18,,https://patents.google.com/patent/US20140275726A1/en
469,US20120040024A1,"Methods and compositions for enhancing survivability of cells, tissues, organs and organisms ",Fred Hutchison Cancer Research Center,"Mark B. Roth, Mike Morrison, Eric Blackstone, Dana Miller",2005-04-20,2011-07-29,2012-02-16,,https://patents.google.com/patent/US20120040024A1/en
470,WO2012018635A2,"Arylsulfonamide derivatives, compositions, and methods of use ","Neurotherapeutics Pharma, Inc.","Stephen Collins, John Kincaid, Stephen Wanaski",2010-07-26,2011-07-26,2012-02-09,,https://patents.google.com/patent/WO2012018635A2/en
471,WO2011141326A1,"Substituted heterocyclyl benzyl pyrazoles, and use thereof ",Bayer Pharma Aktiengesellschaft,"Michael Härter, Hartmut Beck, Susanne Greschat, Peter Ellinghaus, Kerstin BERHÖRSTER, Joachim Schuhmacher",2010-05-08,2011-05-03,2011-11-17,,https://patents.google.com/patent/WO2011141326A1/en
472,WO2012148553A1,Process for the preparation of an orexin receptor antagonist ,"Merck Sharp & Dohme Corp., Merck Sharp & Dohme Limited","Carl A. BAXTER, Edward Cleator, Shane W. Krska, Faye SHEEN, Gavin Stewart, Neil Strotman, Debra J. Wallace, Timothy Wright",2011-03-03,2012-02-27,2012-11-01,,https://patents.google.com/patent/WO2012148553A1/en
473,US20120071855A1,Compositions and methods of vascular injury repair ,"Pecora Andrew L, Preti Robert A","Andrew L. Pecora, Robert A. Preti",2005-11-07,2011-11-14,2012-03-22,,https://patents.google.com/patent/US20120071855A1/en
474,US20120001750A1,Central facility that communicates with portable container via mobile device ,"Henry Schein, Inc.",O. Napoleon Monroe,2006-07-13,2011-07-27,2012-01-05,,https://patents.google.com/patent/US20120001750A1/en
475,US20130143879A1,Pyrazolo pyridine derivatives as nadph oxidase inhibitors ,Genkyotex Sa,"Patrick Page, Mike Orchard, Benoit Laleu, Francesca Gaggini",2008-09-23,2013-01-31,2013-06-06,,https://patents.google.com/patent/US20130143879A1/en
476,US20120045505A1,Fixed dose drug combination formulations ,"Dr. Reddy's Laboratories, Inc., Dr. Reddy's Laboratories Ltd.","Badal Kumar Sasmal, Praveen Reddy Billa, Vijay Dinanathji Nasare, Mailatur Sivaraman Mohan, Suryakumar Jayanthi, Rajesh Dubey, Seshasayana Avvaru, Phanikumar Reddy Satti, Ranjan Mund Manas, Anitha Chidipothu, Varun Jain",2004-07-28,2011-10-28,2012-02-23,,https://patents.google.com/patent/US20120045505A1/en
477,WO2014138482A1,Method and apparatus for percutaneous delivery and deployment of a cardiovascular prosthesis ,Cedars-Sinai Medical Center,Robert James Siegel,2013-03-07,2014-03-06,2014-09-12,,https://patents.google.com/patent/WO2014138482A1/en
478,US20120185008A1,Vagal stimulation ,"Xiaohong Zhou, Robert Stadler, Richard Cornelussen, Lillian Kornet, Ziegler Paul D, Kleckner Karen J, Alberto Della Scala","Xiaohong Zhou, Robert Stadler, Richard Cornelussen, Lillian Kornet, Paul D. Ziegler, Karen J. Kleckner, Alberto Della Scala",2011-01-19,2012-01-19,2012-07-19,,https://patents.google.com/patent/US20120185008A1/en
479,US20140330335A1,Mobile phone for treating a patient with dementia ,"ElectroCore, LLC","Joseph P. Errico, Steven Mendez, Bruce J. Simon",2013-01-15,2014-07-18,2014-11-06,,https://patents.google.com/patent/US20140330335A1/en
480,US20130179375A1,Signal Detection Algorithms to Identify Drug Effects and Drug Interactions ,"The Board of Trustees for the Leiand Stanford, Junior, University","Nicholas Tatonetti, Russ B. Altman, Guy Haskin Fernald",2012-01-10,2013-01-10,2013-07-11,,https://patents.google.com/patent/US20130179375A1/en
481,US20120289869A1,Devices and methods for modulating brain activity ,Arizona Board Of Regents For And On Behalf Of Arizona State University,William James Tyler,2009-11-04,2012-04-23,2012-11-15,,https://patents.google.com/patent/US20120289869A1/en
482,CN103652361A,Feed for postpartum sow in lactation period of 1-20 days and preparation method thereof ,?????????????,??,2013-12-23,2013-12-23,2014-03-26,,https://patents.google.com/patent/CN103652361A/en
483,US20130064904A1,Preparation and compositions of highly bioavailable zerovalent sulfur and uses thereof ,"Nuevas Alternativas Naturales, S.A.P.I. de C.V.","Gabriel Gojon-Romanillos, Gabriel Gojon-Zorrilla",2011-09-14,2012-09-13,2013-03-14,,https://patents.google.com/patent/US20130064904A1/en
484,WO2014068463A2,Compositions and methods for the treatment of inflammation and metabolic disorders ,Mahesh Kandula,Mahesh Kandula,2012-11-03,2013-10-25,2014-05-08,,https://patents.google.com/patent/WO2014068463A2/en
485,US20140148735A1,Device and method for salvaging myocardium following heart attack ,Covidien Lp,"William H. Nau, JR.",2012-11-28,2013-10-15,2014-05-29,,https://patents.google.com/patent/US20140148735A1/en
486,US20110224283A1,Antisense modulation of nuclear hormone receptors ,"Avi Biopharma, Inc.",Patrick L. Iversen,2010-03-12,2011-03-11,2011-09-15,,https://patents.google.com/patent/US20110224283A1/en
487,US20110184250A1,Early warning method and system for chronic disease management ,"Asthma Signals, Inc.","Steven P. Schmidt, Santosh Ananthraman, Thomas H. Smith",2010-01-21,2011-01-21,2011-07-28,,https://patents.google.com/patent/US20110184250A1/en
488,US20130190265A1,"Methods of Treating, Reducing the Incidence of, and/or Preventing Ischemic Events ",The Medicines Company,"Clive Arthur ARCULUS-MEANWELL, Simona Skerjanec, Jayne Prats",2009-11-11,2013-03-09,2013-07-25,,https://patents.google.com/patent/US20130190265A1/en
489,WO2013019805A1,Treatment of heart failure and related conditions ,"Tufts Medical Center, Inc.","Navin K. Kapur, Richard H. Karas",2011-08-01,2012-07-31,2013-02-07,,https://patents.google.com/patent/WO2013019805A1/en
490,CN102178804A,Chinese medicinal composition for treating perianal eczema and preparation method thereof ,??,"??, ???, ???, ???, ???, ???, ???, ???, ??, ???, ???, ???, ???, ??",2011-04-28,2011-04-28,2011-09-14,,https://patents.google.com/patent/CN102178804A/en
491,US20140018361A1,Irak inhibitors and uses thereof ,"Nimbus Iris, Inc.","Geraldine C. Harriman, Donna L. Romero, Craig E. Masse, Shaughnessy Robinson, Matthew David Wessel, Jeremy Robert Greenwood",2012-07-11,2013-07-11,2014-01-16,,https://patents.google.com/patent/US20140018361A1/en
492,CN104462650A,Materialized heart 3D model manufacturing method capable of achieving internal and external structures ,???,"???, ???, ??, ???, ???, ??, ???",2014-11-10,2014-11-10,2015-03-25,,https://patents.google.com/patent/CN104462650A/en
493,WO2013164769A1,Substituted pyridine compounds as crac modulators ,Lupin Limited,"Nageswara Rao Irlapati, Zubair Abdul Wajid SHAIKH, Vijay Pandurang Karche, Gokul Keruji Deshmukh, Neelima Sinha, Venkata P. Palle, Rajender Kumar Kamboj",2012-05-02,2013-05-01,2013-11-07,,https://patents.google.com/patent/WO2013164769A1/en
494,CA2834901A1,Substituted imidazopyridines and imidazopyridazines and the use thereof ,"Bayer Intellectual Property Gmbh, Markus Follmann, Johannes-Peter Stasch, Gorden Redlich, Nils Griebenow, Dieter Lang, Frank Wunder, Volkhart Min-Jian Li, Bayer Pharma Aktiengesellschaft","Markus Follmann, Johannes-Peter Stasch, Gorden Redlich, Nils Griebenow, Dieter Lang, Frank Wunder, Volkhart Min-Jian Li",2011-05-06,2012-05-02,2012-11-15,,https://patents.google.com/patent/CA2834901A1/en
495,WO2011104334A1,"4 - [cycloalkyloxy (hetero) arylamino] thieno [2, 3 - d] pyrimidines having mnkl/ mnk2 inhibiting activity for pharmaceutical compositions ",Boehringer Ingelheim International Gmbh,"Thorsten Lehmann-Lintz, Armin Heckel, Joerg Kley, Elke Langkopf, Norbert Redemann, Achim Sauer, Leo Thomas, Dieter Wiedenmayer, Matthias Austen, John Danilewicz, Martin Schneider, Kay Schreiter, Phillip Black, Wesley Blackaby, Ian Linney",2010-02-26,2011-02-25,2011-09-01,,https://patents.google.com/patent/WO2011104334A1/en
496,US8252739B2,Albumin fusion proteins ,"Human Genome Sciences, Inc.","Craig A. Rosen, William A. Haseltine, Steven M. Ruben",2001-12-21,2011-04-01,2012-08-28,2012-08-28,https://patents.google.com/patent/US8252739B2/en
497,WO2015089182A1,Sgc stimulators ,"Ironwood Pharmaceuticals, Inc.","Paul Allen RENHOWE, James Edward SHEPPECK, Takashi Nakai, Karthik Iyer, Nicholas Robert Perl, Glen Robert RENNIE",2013-12-11,2014-12-10,2015-06-18,,https://patents.google.com/patent/WO2015089182A1/en
498,WO2014162181A2,System and method for personalized hemodynamics modeling and monitoring ,Cardioart Technologies Ltd.,"Lev ADIROVICH, Alexander Roytvarf",2013-03-14,2014-03-13,2014-10-09,,https://patents.google.com/patent/WO2014162181A2/en
499,US20150197502A1,Bis-Acylated Hydroxylamine Derivatives ,"Cardioxyl Pharmaceuticals, Inc., The Johns Hopkins University","John P. Toscano, Art Sutton, Vincent J. Kalish, Frederick Arthur Brookfield, Stephen Martin Courtney, Lisa Marie Frost",2009-12-07,2015-03-24,2015-07-16,,https://patents.google.com/patent/US20150197502A1/en
